message,author
Good God can we STOP invading other countries! #tweetdebate #current #debate08,colinsurprenant
1 mccain nobody understands what preconditions are #tweetdebate,mcancino
3 McCain for mispronounce of world leaders name. 3 Obama for trying to correct. #tweetdebate,blakeparsons
McCain 3 for propaganda platform rubbish. What an arrogant asshole are you John! #tweetdebate,cityelf
3 mccain cant even pronounce the name of the head of Iran. @nprpolitics contestants on Wait Wait Dont Tell me do it better. #tweetdebate,PODCHICKS
5 for McCains constant reminder of how old he is.  Back in the day...  Back when... #tweetdebate #debate08,cwebbtech
McCain 3 for mispronouncing world leaders names. Say Ahmadinejad 3 times real fast. #tweetdebate,thepete
Gorbatschow brought the wall down dude not your fucking Reagan! #tweetdebate,godfathr871
McCain 2 false statement about  wiping Israel off map #tweetdebate,photolarry
McCain aligning himself with Reagan and Nixon. This is why I dont care for him. #tweetdebate,wanamoka
@BarackObama McCain has you with Iran. #current #obamashot #mccainshot,RobertBluey
#tweetdebate 3 for McCain for arrogance and downtalking. This guy is just disrespectful imagine McCain negotiating internationally,notq
Mccain 1 for rolling his eyes when Obama mentioned that A isnt the right person at IRAN to target  LOL #Tweetdebate,citizenziggy
3 McCain for lying about Obamas position regarding unconditional negitiatoins #tweetdebate,zhuli
@current #current I dont remember Clinton stuttering this much during debates ...,BigToys
@cmarlow480 when you get as old as McCain everything is supported with a story #tweetdebate,DonIrvine
Why do Republicans do that smirk Its inherently insulting. #tweetdebate,RiskAverse
@lindagoin Im lead to understand that he did practice prior to the debate but its known that hes not a good debater.  Style issue,BackpackingDad
@theebayk1d Exactly.. everything with mccain has a boring story behind it #tweetdebate,cuban_dudeca
McCain 0.1 each time he smirks while Obama speaks. #tweetdebate,disavian
@janoss  at any rate (considering my bias) Im seeing Mc as paperboard.,drthomasho
McCain should not make jokes Im not going to set appointments b4 I am prez I dont even have a seal yet #tweetdebate,CarriBugbee
3 mccains attempt at humor ( boo #tweetdebate,thomasjkeeley
3 for both of these babies! No debate just talking down. #tweetdebate,DocMara
@current #current Ooh. It finally happened it took McCain 45 mins to call Obama naieve. Wow. Im impressed he had that much patience,ganesha23
McCain 3 how do you legitimize anything doing that #tweetdebate,reidc
2 McCain for saying that by listening to people in terrorist countries make bad comments you legitimize those comments. #tweetdebate,Condoulo
obamas thinking  what an ahole with his stinking corpse remark #tweetdebate,A_Kaplan
McCain tries really hard to demean Obama. #tweetdebate,aforest
Barack Obama DEBATE REALITY CHECK MCCAINS TAX LIE http//tinyurl.com/4cej3l #debate08 #current #tweetdebate,optica8
@current Why is the US going broke policing the world while being put at risk from within #current,Glennia
My 9 year old asks why McCain doesnt look at Obama.  #tweetdebate,ch3ryl
4 for McCain for demanding oil drills when soler gives 5000000 watts  with 15 SA per year #tweetdebate,lifestudent83
we owe china $500B  we consumers buy china products  US goc borrows $ (our money) from chine  we buy more. see the cycle #tweetdebate,saldarji
1 McCain for more preconditions BS #tweetdebate,davidweiner
Talking is dangerous.  Just.. ah... shoot people! #Current #debate08 #tweetdebate,sdkoul
I am disappointed. #tweetdebate,CarriBugbee
If they give the candidates 2 minutes why are they not ending after 2 minutes #tweetdebate,DocMara
3 for having multiple twitter tags for the same concept #tweetdebate #debate08,etherkiller
#current #tweetdebate Mc can only run diversions... Dr. Kissenger my old friend!  Please.,thePuck
Definitely 3 Mccain REALLY never does look at Obama. I mean never its unsettling and I do mean 3 in tweetdebate language  #tweetdebate,aaronburdette
If Obama didnt talk with dangerous wrongheaded militant jerks he wouldnt be in this debate. #Current #debate08 #tweetdebate,lindagoin
fuck mccain #tweetdebate,matttbastard
@current #current Whats next McCain.. A   B   C  Im glad youre not too old to remember your alphabet,constantx
McCain 3 For response on Russia. Hes insulting and he makes no sense. #tweetdebate,DominickEvans
McCain 2 for Putin/KGB comment #tweetdebate,msblog
3 McCain for dusty old KGB sound bite #tweetdebate,orbitaldiamonds
@cgritter I was gonna say the same thing! Youd think hed have a leg up on all that Russia stuff (cuz Sarah can see it from her house!),flashboy
Mccain 1 he is loosing me here.. #tweetdebate,janoss
McCain 2 for being sure there wont be a cold war. Venezuela has receives military funding from Russia now #tweetdebate,Merredith
mccain youve looked into mr putins eyes but you cant look into obamas #tweetdebate,msblog
Fail Whale #tweetdebate,forever_trust
McCain if elected would lead us unsustainably into war across the globe  #tweetdebate,Scott Wilder
#tweetdebate Offended that theres no Independent representation. So whos representing me Why list Rep Dem Ind on screentheres no Ind,tedSeverson
McCain 3 for being a condescending Ahole #tweetdebate,cakesecret
McCain 1 Im not going to set appts b4 I am prez dont...have a seal... yet you say youll veto bills that reqs a seal #tweetdebate,jedatu
#tweetdebate Oh lord more boring stories. 2 McCain,DominickEvans
1 McCain for leading right off with attack followed by confusion about policy #tweetdebate,IamaMacRae
re Russia/Iran McCains definitely more about the military action. Scary if he becomes president. #debate08 #tweetdebate,photolarry
So one sign in Georgia meant the Russians would invade  Quite a stretch... #tweetdebate,disavian
Okay McCain enough with the I went there once and the Ive been doing this for 35 years. We know. Youre old. #tweetdebate,Fush
#tweetdebate sounds like McCain has been spending a lot of american tax dollars visiting all over the place,jameswilliamiii
@current #current I know you know so much about Russia. After all its your VPs neighbor and she can see it from her front door after all..,SheilaMc7
McCain 1 for having been everywhere or a least starting every argument with that. #tweetdebate,Morningsidemom
Since when did the Republicans become taxandspend world police #tweetdebate,cuban_dudeca
McCain 2 for misrepresentng Obamas positions on Russia and Georgia. #tweetdebate,andyjacob
#tweetdebate #debate08 Can you imagine Palin answering these questions...,mattt bastard
#current #tweetdebate Its sad that you can watch this and think that Mc has been the only one saying anything right tonight!,baracknobama
theres no such thing as a russian peacekeeper #obama 1 #tweetdebate,credd
obama jump in and talk over him! #tweetdebate,LaMenta3
McCain never looks at Obama #tweetdebate,BlondeBlogger
#current #tweetdebate drilling is not a solution. But Bush let the Chinese buy all the solar chip plants and wind turbine makers. Swiftfuel!,CurlingRiver
Mccain 3 for thinking that offshore drilling will help anything at all. #tweetdebate,CarriBugbee
#current #tweetdebate SAFER  I want some of those 71 year old man drugs!!  And 6 or 7 houses too.,Julie Pippert
offshore drilling  Kill the planet #tweetdebate.,tarheelcoxn
can you believe bin laden is still out there. seriously why the heck cant they find him #tweetdebate,cyn3matic
@sarking White privilege. Hes a scolding grandfather Obama interrupting looks like an angry black man. #debate08,martinbowling
Retweet @CollinKelley McCain created the 911 commission I guess he did that right after he created the Blackberry #current #tweetdebate,michaelcanfield
10 McCain for excessive pulling of the heartstrings.  #tweetdebate,reidc
@cgritter Or if they annoy you you should drink then. Thats a new rule. I just made it up.,KatieFavazza
laptop battery empty ( #tweetdebate,janoss
Its REALLY starting to bother me that McCain wont even glance at Obama. It shows a lack of respect. #current,etherkiller
McCain wants to work with our allies but wont meet with Spain #current,sgoguen
Rove...I mean McCain has studied his points very well. Too bad they just seem void of any substance to anyone LISTENING. #current,ustexasjoe
Can Obama protect America if his teleprompter breaks #current #debate08,sylvanfae
The biggest threat to the United States is Obama as President #current,gordonbrander
declare america safe will that come with some kind of money back guarantee #current,pavlicko
#current Obama is really getting angry at the moderator when he interrupts... you sure he took enough of those meds today,cyn3matic
We dont need to keep hyping this FAKE WAR on TERROR!!   Keep us SECURE Obama... we dont need our LIBERTY.  #current,macartisan
How many times is Obama going to have to say Thats not true John. ahmen @hack26 #current,dongilmore
Isnt it past McCains bedtime Maybe thats why he keeps telling these bedtime stories #current,ustexasjoe
No John offshore drilling isnt a bridge. It would take 20 years to see any effect of new offshore drilling. #current,stillgray
McCain winning WTF He hasnt said anything. #debate08 #current,Lauren617
WTF.... Obama believes in missile defense Since when! #debate08 #current,mkantonelli
#current #tweetdebate Mcs dismissiveness makes him look stronger to the bully class.,Dominick Evans
#debate08 #current 9/11 question is a big softball for Obama to whine about Iraq some more.,robinreagler
Is Obama stuttering now#current,decaturcomp
We poured that money into airport security and yet youre able to get around that by changing your name. *sigh* #current #debate08,jamesgotfredson
Can you ever really claim America safe  Thats the problem with waging a war with no clear definition of victory. #current #debate08,mkantonelli
OMG Lets kill something else for oil now.. sheess #current Penguins and Caribou dont know how to shoot..,etherkiller
Obama has to tell McCain thats not true John to wake him up he is sleeping during the debate at least his answers sound like it #current,freeulysses
Gore.  Kerry.  Obama.  Its a Harvard DNA thing...they all become androids. #current #debate08,cuban_dudeca
My boyfriend finds his watch more interesting than the debate. #debate08 @current #current,brooker22
#current #debate08 Obama talks in circles about nothing #current #debate08,MurphyJason
Did Obamas mom not teach him any manners WAIT YOUR TURN TO SPEAK! #current,etherkiller
its beacuse mcain doesnt know when to shut his trap. Its a debate not a speech #current,RiskAverse
But what about the Change #current,bigplrbear
No no no  the biggest threat is lettig McCain leave with smirk on his face  #current,Charles Balazs
Safer today Go abroad as an American McCain & get reality check.  #current,sisterstalk
